AustralianPort,ForeignPort,Passengers_Total,Year,Month_num,Route
Brisbane,Rome,105,1987,3,Brisbane → Rome
Brisbane,San Francisco,332,1987,3,Brisbane → San Francisco
Brisbane,Singapore,6583,1987,3,Brisbane → Singapore
Brisbane,Suva,72,1987,3,Brisbane → Suva
Brisbane,Tokyo,3294,1987,3,Brisbane → Tokyo
Brisbane,Vancouver,251,1987,3,Brisbane → Vancouver
Brisbane,Wellington,2377,1987,3,Brisbane → Wellington
Cairns,Athens,2,1987,3,Cairns → Athens
Cairns,Hong Kong,8,1987,3,Cairns → Hong Kong
Cairns,Honolulu,704,1987,3,Cairns → Honolulu
Cairns,London,10,1987,3,Cairns → London
Cairns,Los Angeles,909,1987,3,Cairns → Los Angeles
Cairns,Port Moresby,1664,1987,3,Cairns → Port Moresby
Cairns,Rome,1,1987,3,Cairns → Rome
Cairns,San Francisco,677,1987,3,Cairns → San Francisco
Cairns,Singapore,58,1987,3,Cairns → Singapore
Cairns,Tokyo,710,1987,3,Cairns → Tokyo
Cairns,Vancouver,209,1987,3,Cairns → Vancouver
Darwin,Athens,27,1987,3,Darwin → Athens
Darwin,Auckland,0,1987,3,Darwin → Auckland
Darwin,Bahrain,10,1987,3,Darwin → Bahrain
Darwin,Bandar Seri Begawan,404,1987,3,Darwin → Bandar Seri Begawan
Darwin,Bangkok,9,1987,3,Darwin → Bangkok
Darwin,Belgrade,3,1987,3,Darwin → Belgrade
Darwin,Denpasar,1301,1987,3,Darwin → Denpasar
Darwin,Frankfurt,9,1987,3,Darwin → Frankfurt
Darwin,Jakarta,61,1987,3,Darwin → Jakarta
Darwin,Kupang,266,1987,3,Darwin → Kupang
Darwin,London,169,1987,3,Darwin → London
Darwin,Manchester,19,1987,3,Darwin → Manchester
Darwin,Rome,36,1987,3,Darwin → Rome
Darwin,Singapore,1240,1987,3,Darwin → Singapore
Hobart,Auckland,750,1987,3,Hobart → Auckland
Hobart,Christchurch,961,1987,3,Hobart → Christchurch
Melbourne,Abu Dhabi,30,1987,3,Melbourne → Abu Dhabi
Melbourne,Amsterdam,1408,1987,3,Melbourne → Amsterdam
Melbourne,Athens,2826,1987,3,Melbourne → Athens
Melbourne,Auckland,16683,1987,3,Melbourne → Auckland
Melbourne,Bahrain,90,1987,3,Melbourne → Bahrain
Melbourne,Bangkok,4812,1987,3,Melbourne → Bangkok
Melbourne,Beijing,865,1987,3,Melbourne → Beijing
Melbourne,Belgrade,2244,1987,3,Melbourne → Belgrade
Melbourne,Bombay,359,1987,3,Melbourne → Bombay
Melbourne,Christchurch,9411,1987,3,Melbourne → Christchurch
Melbourne,Colombo,229,1987,3,Melbourne → Colombo
Melbourne,Denpasar,6170,1987,3,Melbourne → Denpasar
Melbourne,Dubai,71,1987,3,Melbourne → Dubai
Melbourne,Frankfurt,2848,1987,3,Melbourne → Frankfurt
Melbourne,Hong Kong,10268,1987,3,Melbourne → Hong Kong
Melbourne,Honolulu,5070,1987,3,Melbourne → Honolulu
Melbourne,Jakarta,1316,1987,3,Melbourne → Jakarta
Melbourne,Kuala Lumpur,4815,1987,3,Melbourne → Kuala Lumpur
Melbourne,London,7016,1987,3,Melbourne → London
Melbourne,Los Angeles,4287,1987,3,Melbourne → Los Angeles
Melbourne,Manchester,623,1987,3,Melbourne → Manchester
Melbourne,Manila,2873,1987,3,Melbourne → Manila
Melbourne,Muscat,66,1987,3,Melbourne → Muscat
Melbourne,Nadi,2874,1987,3,Melbourne → Nadi
Melbourne,Nauru,182,1987,3,Melbourne → Nauru
Melbourne,New York,240,1987,3,Melbourne → New York
Melbourne,Noumea,209,1987,3,Melbourne → Noumea
Melbourne,Papeete,528,1987,3,Melbourne → Papeete
Melbourne,Port Moresby,8,1987,3,Melbourne → Port Moresby
Melbourne,Rome,3365,1987,3,Melbourne → Rome
Melbourne,San Francisco,1446,1987,3,Melbourne → San Francisco
Melbourne,Singapore,15746,1987,3,Melbourne → Singapore
Melbourne,Tokyo,1702,1987,3,Melbourne → Tokyo
Melbourne,Vancouver,153,1987,3,Melbourne → Vancouver
Melbourne,Wellington,3327,1987,3,Melbourne → Wellington
Norfolk Island,Auckland,1740,1987,3,Norfolk Island → Auckland
Perth,Abu Dhabi,15,1987,3,Perth → Abu Dhabi
Perth,Amsterdam,21,1987,3,Perth → Amsterdam
Perth,Athens,73,1987,3,Perth → Athens
Perth,Auckland,5357,1987,3,Perth → Auckland
Perth,Bahrain,42,1987,3,Perth → Bahrain
Perth,Bangkok,1885,1987,3,Perth → Bangkok
Perth,Belgrade,173,1987,3,Perth → Belgrade
Perth,Bombay,181,1987,3,Perth → Bombay
Perth,Christchurch,359,1987,3,Perth → Christchurch
Perth,Denpasar,6349,1987,3,Perth → Denpasar
Perth,Dubai,29,1987,3,Perth → Dubai
Perth,Frankfurt,354,1987,3,Perth → Frankfurt
Perth,Harare,645,1987,3,Perth → Harare
Perth,Hong Kong,4195,1987,3,Perth → Hong Kong
Perth,Honolulu,113,1987,3,Perth → Honolulu
Perth,Jakarta,614,1987,3,Perth → Jakarta
Perth,Johannesburg,463,1987,3,Perth → Johannesburg
Perth,Kuala Lumpur,5738,1987,3,Perth → Kuala Lumpur
Perth,London,6374,1987,3,Perth → London
Perth,Los Angeles,88,1987,3,Perth → Los Angeles
Perth,Manchester,457,1987,3,Perth → Manchester
Perth,Mauritius,103,1987,3,Perth → Mauritius
Perth,Muscat,28,1987,3,Perth → Muscat
Perth,Rome,365,1987,3,Perth → Rome
Perth,San Francisco,244,1987,3,Perth → San Francisco
Perth,Singapore,17458,1987,3,Perth → Singapore
Perth,Tokyo,1393,1987,3,Perth → Tokyo
Port Hedland,Denpasar,286,1987,3,Port Hedland → Denpasar
Port Hedland,Jakarta,18,1987,3,Port Hedland → Jakarta
Sydney,Abu Dhabi,126,1987,3,Sydney → Abu Dhabi
Sydney,Amsterdam,1231,1987,3,Sydney → Amsterdam
Sydney,Apia,279,1987,3,Sydney → Apia
Sydney,Athens,2908,1987,3,Sydney → Athens
Sydney,Auckland,56103,1987,3,Sydney → Auckland
Sydney,Bahrain,255,1987,3,Sydney → Bahrain
Sydney,Bangkok,7669,1987,3,Sydney → Bangkok
Sydney,Beijing,2182,1987,3,Sydney → Beijing
Sydney,Belgrade,2553,1987,3,Sydney → Belgrade
Sydney,Bombay,2254,1987,3,Sydney → Bombay
Sydney,Christchurch,18025,1987,3,Sydney → Christchurch
Sydney,Colombo,215,1987,3,Sydney → Colombo
Sydney,Denpasar,6608,1987,3,Sydney → Denpasar
Sydney,Dubai,220,1987,3,Sydney → Dubai
Sydney,Frankfurt,3269,1987,3,Sydney → Frankfurt
Sydney,Harare,844,1987,3,Sydney → Harare
Sydney,Hong Kong,19563,1987,3,Sydney → Hong Kong
Sydney,Honolulu,12923,1987,3,Sydney → Honolulu
Sydney,Jakarta,4356,1987,3,Sydney → Jakarta
Sydney,Johannesburg,1115,1987,3,Sydney → Johannesburg
Sydney,Kuala Lumpur,5657,1987,3,Sydney → Kuala Lumpur
Sydney,London,12908,1987,3,Sydney → London
Sydney,Los Angeles,15936,1987,3,Sydney → Los Angeles
Sydney,Manchester,960,1987,3,Sydney → Manchester
Sydney,Manila,6073,1987,3,Sydney → Manila
Sydney,Mauritius,146,1987,3,Sydney → Mauritius
Sydney,Muscat,139,1987,3,Sydney → Muscat
Sydney,Nadi,9945,1987,3,Sydney → Nadi
Sydney,Nauru,78,1987,3,Sydney → Nauru
Sydney,New York,532,1987,3,Sydney → New York
Sydney,Noumea,2876,1987,3,Sydney → Noumea
Sydney,Papeete,2934,1987,3,Sydney → Papeete
Sydney,Paris,787,1987,3,Sydney → Paris
Sydney,Port Moresby,3691,1987,3,Sydney → Port Moresby
Sydney,Port Vila,311,1987,3,Sydney → Port Vila
Sydney,Rarotonga,522,1987,3,Sydney → Rarotonga
Sydney,Rome,2698,1987,3,Sydney → Rome
Sydney,San Francisco,6201,1987,3,Sydney → San Francisco
Sydney,Singapore,26835,1987,3,Sydney → Singapore
Sydney,Tokyo,23557,1987,3,Sydney → Tokyo
Sydney,Toronto,839,1987,3,Sydney → Toronto
Sydney,Vancouver,1321,1987,3,Sydney → Vancouver
Sydney,Wellington,10095,1987,3,Sydney → Wellington
Townsville,Auckland,605,1987,3,Townsville → Auckland
Townsville,Bahrain,6,1987,3,Townsville → Bahrain
Townsville,Bangkok,6,1987,3,Townsville → Bangkok
Townsville,Belgrade,16,1987,3,Townsville → Belgrade
Townsville,Frankfurt,38,1987,3,Townsville → Frankfurt
Townsville,London,205,1987,3,Townsville → London
Townsville,Manchester,24,1987,3,Townsville → Manchester
Townsville,Rome,101,1987,3,Townsville → Rome
Townsville,Singapore,895,1987,3,Townsville → Singapore
Adelaide,Amsterdam,43,1987,4,Adelaide → Amsterdam
Adelaide,Athens,70,1987,4,Adelaide → Athens
Adelaide,Auckland,2241,1987,4,Adelaide → Auckland
Adelaide,Bahrain,19,1987,4,Adelaide → Bahrain
Adelaide,Bangkok,17,1987,4,Adelaide → Bangkok
Adelaide,Belgrade,6,1987,4,Adelaide → Belgrade
Adelaide,Frankfurt,233,1987,4,Adelaide → Frankfurt
Adelaide,Honolulu,82,1987,4,Adelaide → Honolulu
Adelaide,London,2228,1987,4,Adelaide → London
Adelaide,Los Angeles,24,1987,4,Adelaide → Los Angeles
Adelaide,Manchester,134,1987,4,Adelaide → Manchester
Adelaide,Muscat,24,1987,4,Adelaide → Muscat
Adelaide,Rome,136,1987,4,Adelaide → Rome
Adelaide,San Francisco,84,1987,4,Adelaide → San Francisco
Adelaide,Singapore,5719,1987,4,Adelaide → Singapore
Adelaide,Tokyo,12,1987,4,Adelaide → Tokyo
Brisbane,Abu Dhabi,12,1987,4,Brisbane → Abu Dhabi
Brisbane,Amsterdam,82,1987,4,Brisbane → Amsterdam
Brisbane,Athens,76,1987,4,Brisbane → Athens
Brisbane,Auckland,14971,1987,4,Brisbane → Auckland
Brisbane,Bahrain,31,1987,4,Brisbane → Bahrain
Brisbane,Bangkok,808,1987,4,Brisbane → Bangkok
Brisbane,Bombay,10,1987,4,Brisbane → Bombay
Brisbane,Christchurch,5430,1987,4,Brisbane → Christchurch
Brisbane,Frankfurt,298,1987,4,Brisbane → Frankfurt
Brisbane,Hong Kong,3581,1987,4,Brisbane → Hong Kong
Brisbane,Honiara,1391,1987,4,Brisbane → Honiara
Brisbane,Honolulu,370,1987,4,Brisbane → Honolulu
Brisbane,Jakarta,1,1987,4,Brisbane → Jakarta
Brisbane,London,2967,1987,4,Brisbane → London
Brisbane,Los Angeles,712,1987,4,Brisbane → Los Angeles
Brisbane,Manchester,221,1987,4,Brisbane → Manchester
Brisbane,Manila,2191,1987,4,Brisbane → Manila
Brisbane,Nadi,1044,1987,4,Brisbane → Nadi
Brisbane,Noumea,406,1987,4,Brisbane → Noumea
Brisbane,Papeete,11,1987,4,Brisbane → Papeete
Brisbane,Port Moresby,3479,1987,4,Brisbane → Port Moresby
Brisbane,Port Vila,291,1987,4,Brisbane → Port Vila
Brisbane,Rome,92,1987,4,Brisbane → Rome
Brisbane,San Francisco,407,1987,4,Brisbane → San Francisco
Brisbane,Singapore,6332,1987,4,Brisbane → Singapore
Brisbane,Suva,119,1987,4,Brisbane → Suva
Brisbane,Tokyo,2394,1987,4,Brisbane → Tokyo
Brisbane,Vancouver,276,1987,4,Brisbane → Vancouver
Brisbane,Wellington,3251,1987,4,Brisbane → Wellington
Cairns,Athens,11,1987,4,Cairns → Athens
Cairns,Auckland,1511,1987,4,Cairns → Auckland
Cairns,Bahrain,4,1987,4,Cairns → Bahrain
Cairns,Belgrade,2,1987,4,Cairns → Belgrade
Cairns,Hong Kong,8,1987,4,Cairns → Hong Kong
Cairns,Honolulu,1084,1987,4,Cairns → Honolulu
Cairns,London,119,1987,4,Cairns → London
Cairns,Los Angeles,1202,1987,4,Cairns → Los Angeles
Cairns,Manchester,19,1987,4,Cairns → Manchester
Cairns,Manila,1,1987,4,Cairns → Manila
Cairns,Port Moresby,2621,1987,4,Cairns → Port Moresby
Cairns,Rome,85,1987,4,Cairns → Rome
Cairns,San Francisco,1560,1987,4,Cairns → San Francisco
Cairns,Singapore,758,1987,4,Cairns → Singapore
Cairns,Tokyo,577,1987,4,Cairns → Tokyo
Cairns,Vancouver,361,1987,4,Cairns → Vancouver
Darwin,Athens,68,1987,4,Darwin → Athens
Darwin,Auckland,198,1987,4,Darwin → Auckland
Darwin,Bahrain,1,1987,4,Darwin → Bahrain
Darwin,Bandar Seri Begawan,666,1987,4,Darwin → Bandar Seri Begawan
Darwin,Bangkok,18,1987,4,Darwin → Bangkok
Darwin,Belgrade,4,1987,4,Darwin → Belgrade
Darwin,Denpasar,1357,1987,4,Darwin → Denpasar
Darwin,Frankfurt,59,1987,4,Darwin → Frankfurt
Darwin,Jakarta,68,1987,4,Darwin → Jakarta
Darwin,Kupang,546,1987,4,Darwin → Kupang
Darwin,London,185,1987,4,Darwin → London
Darwin,Manchester,10,1987,4,Darwin → Manchester
Darwin,Rome,18,1987,4,Darwin → Rome
Darwin,Singapore,1553,1987,4,Darwin → Singapore
Hobart,Auckland,550,1987,4,Hobart → Auckland
Hobart,Christchurch,793,1987,4,Hobart → Christchurch
Melbourne,Abu Dhabi,51,1987,4,Melbourne → Abu Dhabi
Melbourne,Amsterdam,1024,1987,4,Melbourne → Amsterdam
Melbourne,Athens,2776,1987,4,Melbourne → Athens
Melbourne,Auckland,14667,1987,4,Melbourne → Auckland
Melbourne,Bahrain,80,1987,4,Melbourne → Bahrain
Melbourne,Bangkok,4786,1987,4,Melbourne → Bangkok
Melbourne,Belgrade,1698,1987,4,Melbourne → Belgrade
Melbourne,Bombay,349,1987,4,Melbourne → Bombay
Melbourne,Christchurch,9168,1987,4,Melbourne → Christchurch
Melbourne,Colombo,245,1987,4,Melbourne → Colombo
Melbourne,Denpasar,5885,1987,4,Melbourne → Denpasar
Melbourne,Dubai,51,1987,4,Melbourne → Dubai
Melbourne,Frankfurt,2122,1987,4,Melbourne → Frankfurt
Melbourne,Hong Kong,8222,1987,4,Melbourne → Hong Kong
Melbourne,Honolulu,3593,1987,4,Melbourne → Honolulu
Melbourne,Jakarta,815,1987,4,Melbourne → Jakarta
Melbourne,Kuala Lumpur,4565,1987,4,Melbourne → Kuala Lumpur
Melbourne,London,6041,1987,4,Melbourne → London
Melbourne,Los Angeles,4707,1987,4,Melbourne → Los Angeles
Melbourne,Manchester,480,1987,4,Melbourne → Manchester
Melbourne,Manila,3282,1987,4,Melbourne → Manila
Melbourne,Muscat,50,1987,4,Melbourne → Muscat
Melbourne,Nadi,3928,1987,4,Melbourne → Nadi
Melbourne,Nauru,105,1987,4,Melbourne → Nauru
Melbourne,New York,222,1987,4,Melbourne → New York
Melbourne,Noumea,199,1987,4,Melbourne → Noumea
Melbourne,Papeete,590,1987,4,Melbourne → Papeete
Melbourne,Port Moresby,38,1987,4,Melbourne → Port Moresby
Melbourne,Rome,2355,1987,4,Melbourne → Rome
Melbourne,San Francisco,1413,1987,4,Melbourne → San Francisco
Melbourne,Singapore,14587,1987,4,Melbourne → Singapore
Melbourne,Tokyo,1802,1987,4,Melbourne → Tokyo
Melbourne,Vancouver,230,1987,4,Melbourne → Vancouver
Melbourne,Wellington,3488,1987,4,Melbourne → Wellington
Norfolk Island,Auckland,1821,1987,4,Norfolk Island → Auckland
Perth,Abu Dhabi,10,1987,4,Perth → Abu Dhabi
Perth,Amsterdam,9,1987,4,Perth → Amsterdam
Perth,Athens,86,1987,4,Perth → Athens
Perth,Auckland,5165,1987,4,Perth → Auckland
Perth,Bahrain,53,1987,4,Perth → Bahrain
Perth,Bangkok,1617,1987,4,Perth → Bangkok
Perth,Belgrade,108,1987,4,Perth → Belgrade
Perth,Bombay,120,1987,4,Perth → Bombay
Perth,Christchurch,334,1987,4,Perth → Christchurch
Perth,Denpasar,5627,1987,4,Perth → Denpasar
Perth,Frankfurt,340,1987,4,Perth → Frankfurt
Perth,Harare,931,1987,4,Perth → Harare
Perth,Hong Kong,4308,1987,4,Perth → Hong Kong
Perth,Honolulu,229,1987,4,Perth → Honolulu
Perth,Jakarta,821,1987,4,Perth → Jakarta
Perth,Johannesburg,530,1987,4,Perth → Johannesburg
Perth,Kuala Lumpur,6672,1987,4,Perth → Kuala Lumpur
Perth,London,5219,1987,4,Perth → London
Perth,Los Angeles,74,1987,4,Perth → Los Angeles
Perth,Manchester,350,1987,4,Perth → Manchester
Perth,Mauritius,107,1987,4,Perth → Mauritius
Perth,Muscat,15,1987,4,Perth → Muscat
Perth,Rome,274,1987,4,Perth → Rome
Perth,San Francisco,264,1987,4,Perth → San Francisco
Perth,Singapore,17301,1987,4,Perth → Singapore
Perth,Tokyo,1247,1987,4,Perth → Tokyo
Port Hedland,Denpasar,473,1987,4,Port Hedland → Denpasar
Port Hedland,Jakarta,9,1987,4,Port Hedland → Jakarta
Sydney,Abu Dhabi,168,1987,4,Sydney → Abu Dhabi
Sydney,Amsterdam,866,1987,4,Sydney → Amsterdam
Sydney,Apia,361,1987,4,Sydney → Apia
Sydney,Athens,3230,1987,4,Sydney → Athens
Sydney,Auckland,56765,1987,4,Sydney → Auckland
Sydney,Bahrain,271,1987,4,Sydney → Bahrain
Sydney,Bangkok,7522,1987,4,Sydney → Bangkok
Sydney,Beijing,947,1987,4,Sydney → Beijing
Sydney,Belgrade,2059,1987,4,Sydney → Belgrade
Sydney,Bombay,2162,1987,4,Sydney → Bombay
Sydney,Christchurch,16420,1987,4,Sydney → Christchurch
Sydney,Colombo,217,1987,4,Sydney → Colombo
Sydney,Denpasar,6266,1987,4,Sydney → Denpasar
Sydney,Dubai,43,1987,4,Sydney → Dubai
Sydney,Frankfurt,3005,1987,4,Sydney → Frankfurt
Sydney,Harare,1396,1987,4,Sydney → Harare
Sydney,Hong Kong,21256,1987,4,Sydney → Hong Kong
Sydney,Honolulu,12610,1987,4,Sydney → Honolulu
Sydney,Jakarta,3545,1987,4,Sydney → Jakarta
Sydney,Johannesburg,1284,1987,4,Sydney → Johannesburg
Sydney,Kuala Lumpur,6085,1987,4,Sydney → Kuala Lumpur
Sydney,London,11045,1987,4,Sydney → London
Sydney,Los Angeles,14237,1987,4,Sydney → Los Angeles
Sydney,Manchester,796,1987,4,Sydney → Manchester
Sydney,Manila,5674,1987,4,Sydney → Manila
Sydney,Mauritius,158,1987,4,Sydney → Mauritius
Sydney,Muscat,194,1987,4,Sydney → Muscat
Sydney,Nadi,12099,1987,4,Sydney → Nadi
Sydney,Nauru,129,1987,4,Sydney → Nauru
Sydney,New York,507,1987,4,Sydney → New York
Sydney,Noumea,3053,1987,4,Sydney → Noumea
Sydney,Papeete,2597,1987,4,Sydney → Papeete
Sydney,Paris,643,1987,4,Sydney → Paris
Sydney,Port Moresby,3426,1987,4,Sydney → Port Moresby
Sydney,Port Vila,247,1987,4,Sydney → Port Vila
Sydney,Rarotonga,429,1987,4,Sydney → Rarotonga
Sydney,Rome,2226,1987,4,Sydney → Rome
Sydney,San Francisco,5882,1987,4,Sydney → San Francisco
Sydney,Singapore,25357,1987,4,Sydney → Singapore
Sydney,Tokyo,18818,1987,4,Sydney → Tokyo
Sydney,Toronto,954,1987,4,Sydney → Toronto
Sydney,Vancouver,1193,1987,4,Sydney → Vancouver
Sydney,Wellington,10192,1987,4,Sydney → Wellington
Townsville,Auckland,816,1987,4,Townsville → Auckland
Townsville,Bahrain,8,1987,4,Townsville → Bahrain
Townsville,Bangkok,14,1987,4,Townsville → Bangkok
Townsville,Frankfurt,141,1987,4,Townsville → Frankfurt
Townsville,London,180,1987,4,Townsville → London
Townsville,Singapore,527,1987,4,Townsville → Singapore
Adelaide,Amsterdam,10,1987,5,Adelaide → Amsterdam
Adelaide,Athens,45,1987,5,Adelaide → Athens
Adelaide,Auckland,1970,1987,5,Adelaide → Auckland
Adelaide,Bahrain,14,1987,5,Adelaide → Bahrain
Adelaide,Bangkok,21,1987,5,Adelaide → Bangkok
Adelaide,Belgrade,7,1987,5,Adelaide → Belgrade
Adelaide,Frankfurt,126,1987,5,Adelaide → Frankfurt
Adelaide,Honolulu,57,1987,5,Adelaide → Honolulu
Adelaide,London,2385,1987,5,Adelaide → London
Adelaide,Los Angeles,22,1987,5,Adelaide → Los Angeles
Adelaide,Manchester,113,1987,5,Adelaide → Manchester
Adelaide,Muscat,14,1987,5,Adelaide → Muscat
Adelaide,Rome,129,1987,5,Adelaide → Rome
Adelaide,San Francisco,99,1987,5,Adelaide → San Francisco
Adelaide,Singapore,5574,1987,5,Adelaide → Singapore
Adelaide,Tokyo,12,1987,5,Adelaide → Tokyo
Brisbane,Abu Dhabi,17,1987,5,Brisbane → Abu Dhabi
Brisbane,Amsterdam,81,1987,5,Brisbane → Amsterdam
Brisbane,Athens,82,1987,5,Brisbane → Athens
Brisbane,Auckland,18069,1987,5,Brisbane → Auckland
Brisbane,Bahrain,21,1987,5,Brisbane → Bahrain
Brisbane,Bangkok,1032,1987,5,Brisbane → Bangkok
Brisbane,Bombay,17,1987,5,Brisbane → Bombay
Brisbane,Christchurch,7075,1987,5,Brisbane → Christchurch
Brisbane,Denpasar,3,1987,5,Brisbane → Denpasar
Brisbane,Frankfurt,238,1987,5,Brisbane → Frankfurt
Brisbane,Hong Kong,2676,1987,5,Brisbane → Hong Kong
Brisbane,Honiara,1171,1987,5,Brisbane → Honiara
Brisbane,Honolulu,549,1987,5,Brisbane → Honolulu
Brisbane,Jakarta,15,1987,5,Brisbane → Jakarta
Brisbane,Kuala Lumpur,6,1987,5,Brisbane → Kuala Lumpur
Brisbane,Larnaca,4,1987,5,Brisbane → Larnaca
Brisbane,London,2833,1987,5,Brisbane → London
Brisbane,Los Angeles,706,1987,5,Brisbane → Los Angeles
Brisbane,Manchester,222,1987,5,Brisbane → Manchester
Brisbane,Manila,1686,1987,5,Brisbane → Manila
Brisbane,Nadi,992,1987,5,Brisbane → Nadi
Brisbane,Noumea,523,1987,5,Brisbane → Noumea
Brisbane,Papeete,13,1987,5,Brisbane → Papeete
Brisbane,Port Moresby,2687,1987,5,Brisbane → Port Moresby
Brisbane,Port Vila,336,1987,5,Brisbane → Port Vila
Brisbane,Rome,119,1987,5,Brisbane → Rome
Brisbane,San Francisco,493,1987,5,Brisbane → San Francisco
Brisbane,Singapore,5804,1987,5,Brisbane → Singapore
Brisbane,Suva,73,1987,5,Brisbane → Suva
Brisbane,Tokyo,2462,1987,5,Brisbane → Tokyo
Brisbane,Vancouver,349,1987,5,Brisbane → Vancouver
Brisbane,Wellington,4470,1987,5,Brisbane → Wellington
Cairns,Athens,13,1987,5,Cairns → Athens
Cairns,Auckland,1486,1987,5,Cairns → Auckland
Cairns,Bahrain,1,1987,5,Cairns → Bahrain
Cairns,Belgrade,1,1987,5,Cairns → Belgrade
Cairns,Hong Kong,2,1987,5,Cairns → Hong Kong
Cairns,Honolulu,799,1987,5,Cairns → Honolulu
Cairns,London,178,1987,5,Cairns → London
Cairns,Los Angeles,1091,1987,5,Cairns → Los Angeles
Cairns,Manchester,16,1987,5,Cairns → Manchester
Cairns,Port Moresby,1975,1987,5,Cairns → Port Moresby
Cairns,Rome,68,1987,5,Cairns → Rome
Cairns,San Francisco,1128,1987,5,Cairns → San Francisco
Cairns,Singapore,524,1987,5,Cairns → Singapore
Cairns,Tokyo,625,1987,5,Cairns → Tokyo
Cairns,Vancouver,434,1987,5,Cairns → Vancouver
Darwin,Athens,31,1987,5,Darwin → Athens
Darwin,Auckland,259,1987,5,Darwin → Auckland
Darwin,Bahrain,10,1987,5,Darwin → Bahrain
Darwin,Bandar Seri Begawan,598,1987,5,Darwin → Bandar Seri Begawan
Darwin,Bangkok,15,1987,5,Darwin → Bangkok
Darwin,Belgrade,5,1987,5,Darwin → Belgrade
Darwin,Denpasar,1289,1987,5,Darwin → Denpasar
Darwin,Frankfurt,57,1987,5,Darwin → Frankfurt
Darwin,Jakarta,100,1987,5,Darwin → Jakarta
Darwin,Kupang,538,1987,5,Darwin → Kupang
Darwin,London,242,1987,5,Darwin → London
Darwin,Manchester,16,1987,5,Darwin → Manchester
Darwin,Rome,37,1987,5,Darwin → Rome
Darwin,Singapore,1338,1987,5,Darwin → Singapore
Hobart,Auckland,454,1987,5,Hobart → Auckland
Hobart,Christchurch,981,1987,5,Hobart → Christchurch
Melbourne,Abu Dhabi,46,1987,5,Melbourne → Abu Dhabi
Melbourne,Amsterdam,1310,1987,5,Melbourne → Amsterdam
Melbourne,Athens,3307,1987,5,Melbourne → Athens
Melbourne,Auckland,14901,1987,5,Melbourne → Auckland
Melbourne,Bahrain,84,1987,5,Melbourne → Bahrain
Melbourne,Bangkok,5261,1987,5,Melbourne → Bangkok
Melbourne,Belgrade,1920,1987,5,Melbourne → Belgrade
Melbourne,Bombay,331,1987,5,Melbourne → Bombay
Melbourne,Christchurch,6786,1987,5,Melbourne → Christchurch
Melbourne,Colombo,297,1987,5,Melbourne → Colombo
Melbourne,Denpasar,5709,1987,5,Melbourne → Denpasar
Melbourne,Dubai,48,1987,5,Melbourne → Dubai
Melbourne,Frankfurt,2400,1987,5,Melbourne → Frankfurt
Melbourne,Hong Kong,11042,1987,5,Melbourne → Hong Kong
Melbourne,Honolulu,3868,1987,5,Melbourne → Honolulu
Melbourne,Jakarta,1050,1987,5,Melbourne → Jakarta
Melbourne,Kuala Lumpur,4638,1987,5,Melbourne → Kuala Lumpur
Melbourne,Larnaca,30,1987,5,Melbourne → Larnaca
Melbourne,London,6394,1987,5,Melbourne → London
Melbourne,Los Angeles,4945,1987,5,Melbourne → Los Angeles
Melbourne,Manchester,452,1987,5,Melbourne → Manchester
Melbourne,Manila,3231,1987,5,Melbourne → Manila
Melbourne,Muscat,75,1987,5,Melbourne → Muscat
Melbourne,Nadi,2449,1987,5,Melbourne → Nadi
Melbourne,Nauru,199,1987,5,Melbourne → Nauru
Melbourne,New York,268,1987,5,Melbourne → New York
Melbourne,Noumea,130,1987,5,Melbourne → Noumea
Melbourne,Papeete,359,1987,5,Melbourne → Papeete
Melbourne,Port Moresby,47,1987,5,Melbourne → Port Moresby
Melbourne,Rome,2917,1987,5,Melbourne → Rome
Melbourne,San Francisco,1516,1987,5,Melbourne → San Francisco
Melbourne,Singapore,13982,1987,5,Melbourne → Singapore
Melbourne,Tokyo,2006,1987,5,Melbourne → Tokyo
Melbourne,Vancouver,305,1987,5,Melbourne → Vancouver
Melbourne,Wellington,3551,1987,5,Melbourne → Wellington
Norfolk Island,Auckland,1814,1987,5,Norfolk Island → Auckland
Perth,Abu Dhabi,3,1987,5,Perth → Abu Dhabi
Perth,Amsterdam,14,1987,5,Perth → Amsterdam
Perth,Athens,140,1987,5,Perth → Athens
Perth,Auckland,4983,1987,5,Perth → Auckland
Perth,Bahrain,53,1987,5,Perth → Bahrain
Perth,Bangkok,1862,1987,5,Perth → Bangkok
Perth,Belgrade,48,1987,5,Perth → Belgrade
Perth,Bombay,94,1987,5,Perth → Bombay
Perth,Christchurch,259,1987,5,Perth → Christchurch
Perth,Denpasar,4265,1987,5,Perth → Denpasar
Perth,Frankfurt,254,1987,5,Perth → Frankfurt
Perth,Harare,704,1987,5,Perth → Harare
Perth,Hong Kong,3765,1987,5,Perth → Hong Kong
Perth,Honolulu,131,1987,5,Perth → Honolulu
Perth,Jakarta,495,1987,5,Perth → Jakarta
Perth,Johannesburg,437,1987,5,Perth → Johannesburg
Perth,Kuala Lumpur,5491,1987,5,Perth → Kuala Lumpur
Perth,London,5011,1987,5,Perth → London
Perth,Los Angeles,80,1987,5,Perth → Los Angeles
Perth,Manchester,303,1987,5,Perth → Manchester
Perth,Mauritius,133,1987,5,Perth → Mauritius
Perth,Muscat,15,1987,5,Perth → Muscat
Perth,Rome,237,1987,5,Perth → Rome
